date,ticker,p,rank,train_cutoff
2026-09-18,039200,0.01267192,88,2025-11-27
2026-09-18,081660,0.01214884,89,2025-11-27
2026-09-18,078600,0.01208109,90,2025-11-27
2026-09-18,034230,0.01163351,91,2025-11-27
2026-09-18,023530,0.01158400,92,2025-11-27
2026-09-18,024110,0.01155357,93,2025-11-27
2026-09-18,004370,0.01150278,94,2025-11-27
2026-09-18,326030,0.01115381,95,2025-11-27
2026-09-18,011790,0.01099886,96,2025-11-27
2026-09-18,082920,0.01053093,97,2025-11-27
2026-09-18,034730,0.01052752,98,2025-11-27
2026-09-18,028670,0.01041619,99,2025-11-27
2026-09-18,178320,0.01009942,100,2025-11-27
2026-09-18,008770,0.01007290,101,2025-11-27
2026-09-18,016360,0.01000141,102,2025-11-27
2026-09-18,353200,0.00970089,103,2025-11-27
2026-09-18,039490,0.00924670,104,2025-11-27
2026-09-18,000270,0.00920998,105,2025-11-27
2026-09-18,074600,0.00895276,106,2025-11-27
2026-09-18,490470,0.00866419,107,2025-11-27
2026-09-18,234340,0.00862273,108,2025-11-27
2026-09-18,257720,0.00851912,109,2025-11-27
2026-09-18,489790,0.00850029,110,2025-11-27
2026-09-18,141080,0.00838177,111,2025-11-27
2026-09-18,097950,0.00830629,112,2025-11-27
2026-09-18,018880,0.00830267,113,2025-11-27
2026-09-18,241710,0.00823081,114,2025-11-27
2026-09-18,457190,0.00770572,115,2025-11-27
2026-09-18,098460,0.00767212,116,2025-11-27
2026-09-18,071050,0.00750183,117,2025-11-27
2026-09-18,004990,0.00747649,118,2025-11-27
2026-09-18,298020,0.00739877,119,2025-11-27
2026-09-18,204320,0.00728808,120,2025-11-27
2026-09-18,139480,0.00715501,121,2025-11-27
2026-09-18,237690,0.00695631,122,2025-11-27
2026-09-18,014680,0.00679945,123,2025-11-27
2026-09-18,329180,0.00679015,124,2025-11-27
2026-09-18,214450,0.00637220,125,2025-11-27
2026-09-18,259960,0.00623023,126,2025-11-27
2026-09-18,035250,0.00601679,127,2025-11-27
2026-09-18,004800,0.00580951,128,2025-11-27
2026-09-18,328130,0.00557569,129,2025-11-27
2026-09-18,086280,0.00527001,130,2025-11-27
2026-09-18,064350,0.00509699,131,2025-11-27
2026-09-18,122870,0.00488210,132,2025-11-27
2026-09-18,383220,0.00400556,133,2025-11-27
2026-09-18,005880,0.00392046,134,2025-11-27
2026-09-18,051910,0.00387138,135,2025-11-27
2026-09-18,042660,0.00360683,136,2025-11-27
2026-09-18,323410,0.00348255,137,2025-11-27
2026-09-18,090710,0.00340223,138,2025-11-27
2026-09-18,036570,0.00298380,139,2025-11-27
2026-09-18,030200,0.00291267,140,2025-11-27
2026-09-18,079550,0.00283086,141,2025-11-27
2026-09-18,241560,0.00280919,142,2025-11-27
2026-09-18,035420,0.00264965,143,2025-11-27
2026-09-18,003690,0.00249253,144,2025-11-27
2026-09-18,282330,0.00246743,145,2025-11-27
2026-09-18,207940,0.00225300,146,2025-11-27
2026-09-18,047810,0.00213818,147,2025-11-27
2026-09-18,088980,0.00180828,148,2025-11-27
2026-09-18,035720,0.00152267,149,2025-11-27
2026-09-18,056080,0.00141711,150,2025-11-27
2026-09-18,267260,0.00108577,151,2025-11-27
2026-09-18,066570,0.00093795,152,2025-11-27
2026-09-18,033780,0.00082200,153,2025-11-27
2026-09-18,035760,0.00020990,154,2025-11-27
2026-09-18,096530,0.00020105,155,2025-11-27
2026-09-18,138930,-0.00001976,156,2025-11-27
2026-09-18,277810,-0.00007933,157,2025-11-27
2026-09-18,089970,-0.00042777,158,2025-11-27
2026-09-18,048410,-0.00049419,159,2025-11-27
2026-09-18,458870,-0.00056190,160,2025-11-27
2026-09-18,047050,-0.00101132,161,2025-11-27
2026-09-18,086520,-0.00113990,162,2025-11-27
2026-09-18,078930,-0.00149763,163,2025-11-27
2026-09-18,000210,-0.00183595,164,2025-11-27
2026-09-18,028050,-0.00198889,165,2025-11-27
2026-09-18,005490,-0.00257889,166,2025-11-27
2026-09-18,006110,-0.00275593,167,2025-11-27
2026-09-18,161390,-0.00301421,168,2025-11-27
2026-09-18,352820,-0.00333624,169,2025-11-27
2026-09-18,001120,-0.00341225,170,2025-11-27
2026-09-18,017670,-0.00367105,171,2025-11-27
2026-09-18,138040,-0.00374933,172,2025-11-27
2026-09-18,012750,-0.00407681,173,2025-11-27
2026-09-18,031980,-0.00417884,174,2025-11-27
2026-09-18,067310,-0.00460802,175,2025-11-27
2026-09-18,010140,-0.00485762,176,2025-11-27
2026-09-18,090430,-0.00506223,177,2025-11-27
2026-09-18,068270,-0.00520271,178,2025-11-27
2026-09-18,071970,-0.00520428,179,2025-11-27
2026-09-18,226950,-0.00560522,180,2025-11-27
2026-09-18,050890,-0.00568128,181,2025-11-27
2026-09-18,051600,-0.00590564,182,2025-11-27
2026-09-18,278470,-0.00615216,183,2025-11-27
2026-09-18,450080,-0.00646679,184,2025-11-27
2026-09-18,249420,-0.00660724,185,2025-11-27
2026-09-18,112610,-0.00664806,186,2025-11-27
2026-09-18,006400,-0.00678287,187,2025-11-27
2026-09-18,041510,-0.00685707,188,2025-11-27
2026-09-18,003550,-0.00687746,189,2025-11-27
2026-09-18,010130,-0.00711423,190,2025-11-27
2026-09-18,139130,-0.00720554,191,2025-11-27
2026-09-18,095340,-0.00729458,192,2025-11-27
2026-09-18,086790,-0.00746790,193,2025-11-27
2026-09-18,192820,-0.00769996,194,2025-11-27
2026-09-18,011170,-0.00782124,195,2025-11-27
2026-09-18,298040,-0.00784741,196,2025-11-27
2026-09-18,175330,-0.00794156,197,2025-11-27
2026-09-18,011200,-0.00795441,198,2025-11-27
2026-09-18,001450,-0.00810391,199,2025-11-27
2026-09-18,000810,-0.00827285,200,2025-11-27
2026-09-18,084370,-0.00833568,201,2025-11-27
2026-09-18,080580,-0.00877271,202,2025-11-27
2026-09-18,001040,-0.00882483,203,2025-11-27
2026-09-18,204620,-0.00930926,204,2025-11-27
2026-09-18,005070,-0.01029814,205,2025-11-27
2026-09-18,055550,-0.01044160,206,2025-11-27
2026-09-18,036540,-0.01053089,207,2025-11-27
2026-09-18,089030,-0.01056745,208,2025-11-27
2026-09-18,252990,-0.01057583,209,2025-11-27
2026-09-18,267270,-0.01058788,210,2025-11-27
2026-09-18,047040,-0.01062714,211,2025-11-27
2026-09-18,087010,-0.01085369,212,2025-11-27
2026-09-18,483650,-0.01116067,213,2025-11-27
2026-09-18,316140,-0.01147037,214,2025-11-27
2026-09-18,073240,-0.01147671,215,2025-11-27
2026-09-18,247540,-0.01157480,216,2025-11-27
2026-09-18,088350,-0.01189081,217,2025-11-27
2026-09-18,039030,-0.01209479,218,2025-11-27
2026-09-18,077360,-0.01232763,219,2025-11-27
2026-09-18,183300,-0.01244793,220,2025-11-27
2026-09-18,161890,-0.01247255,221,2025-11-27
2026-09-18,195870,-0.01268366,222,2025-11-27
2026-09-18,263750,-0.01283694,223,2025-11-27
2026-09-18,140410,-0.01291458,224,2025-11-27
2026-09-18,375500,-0.01296221,225,2025-11-27
2026-09-18,105560,-0.01299572,226,2025-11-27
2026-09-18,023160,-0.01336121,227,2025-11-27
2026-09-18,012450,-0.01358194,228,2025-11-27
2026-09-18,373220,-0.01365532,229,2025-11-27
2026-09-18,006360,-0.01376001,230,2025-11-27
2026-09-18,322000,-0.01386278,231,2025-11-27
2026-09-18,003490,-0.01391287,232,2025-11-27
2026-09-18,000660,-0.01467617,233,2025-11-27
2026-09-18,120110,-0.01478109,234,2025-11-27
2026-09-18,007340,-0.01514237,235,2025-11-27
2026-09-18,051900,-0.01524568,236,2025-11-27
2026-09-18,091580,-0.01546336,237,2025-11-27
2026-09-18,010120,-0.01579218,238,2025-11-27
2026-09-18,066970,-0.01592512,239,2025-11-27
2026-09-18,025980,-0.01605399,240,2025-11-27
2026-09-18,293490,-0.01640684,241,2025-11-27
2026-09-18,285130,-0.01666113,242,2025-11-27
2026-09-18,108490,-0.01736936,243,2025-11-27
2026-09-18,058610,-0.01738123,244,2025-11-27
2026-09-18,240810,-0.01918286,245,2025-11-27
2026-09-18,232140,-0.01923723,246,2025-11-27
2026-09-18,021240,-0.01932089,247,2025-11-27
2026-09-18,354320,-0.01944064,248,2025-11-27
2026-09-18,295310,-0.01949599,249,2025-11-27
2026-09-18,128940,-0.01960778,250,2025-11-27
2026-09-18,222800,-0.02000375,251,2025-11-27
2026-09-18,027360,-0.02017172,252,2025-11-27
2026-09-18,036810,-0.02029018,253,2025-11-27
2026-09-18,131970,-0.02077184,254,2025-11-27
2026-09-18,000100,-0.02121151,255,2025-11-27
2026-09-18,058470,-0.02141282,256,2025-11-27
2026-09-18,007660,-0.02181139,257,2025-11-27
2026-09-18,393890,-0.02215769,258,2025-11-27
2026-09-18,034020,-0.02228251,259,2025-11-27
2026-09-18,056190,-0.02228966,260,2025-11-27
2026-09-18,000370,-0.02241187,261,2025-11-27
2026-09-18,402340,-0.02248673,262,2025-11-27
2026-09-18,006910,-0.02259208,263,2025-11-27
2026-09-18,042700,-0.02282617,264,2025-11-27
2026-09-18,192650,-0.02300028,265,2025-11-27
2026-09-18,251270,-0.02311649,266,2025-11-27
2026-09-18,403870,-0.02318903,267,2025-11-27
2026-09-18,001430,-0.02332252,268,2025-11-27
2026-09-18,096770,-0.02402315,269,2025-11-27
2026-09-18,053690,-0.02407703,270,2025-11-27
2026-09-18,004490,-0.02438809,271,2025-11-27
2026-09-18,200470,-0.02452397,272,2025-11-27
2026-09-18,082740,-0.02492690,273,2025-11-27
2026-09-18,452280,-0.02503280,274,2025-11-27
2026-09-18,059090,-0.02506998,275,2025-11-27
2026-09-18,389500,-0.02521835,276,2025-11-27
2026-09-18,064760,-0.02536485,277,2025-11-27
2026-09-18,006260,-0.02545873,278,2025-11-27
2026-09-18,180640,-0.02553642,279,2025-11-27
2026-09-18,456010,-0.02564436,280,2025-11-27
2026-09-18,000720,-0.02639461,281,2025-11-27
2026-09-18,093370,-0.02765850,282,2025-11-27
2026-09-18,083650,-0.02811120,283,2025-11-27
2026-09-18,358570,-0.02867340,284,2025-11-27
2026-09-18,003160,-0.03003860,285,2025-11-27
2026-09-18,032500,-0.03039377,286,2025-11-27
2026-09-18,005830,-0.03061034,287,2025-11-27
2026-09-18,417840,-0.03090828,288,2025-11-27
2026-09-18,138080,-0.03170454,289,2025-11-27
2026-09-18,033640,-0.03206770,290,2025-11-27
2026-09-18,105840,-0.03222071,291,2025-11-27
2026-09-18,033790,-0.03243596,292,2025-11-27
2026-09-18,103140,-0.03282205,293,2025-11-27
2026-09-18,092870,-0.03490985,294,2025-11-27
2026-09-18,417200,-0.03551938,295,2025-11-27
2026-09-18,010950,-0.03565109,296,2025-11-27
2026-09-18,443060,-0.03567052,297,2025-11-27
2026-09-18,032820,-0.03585787,298,2025-11-27
2026-09-18,042370,-0.03629594,299,2025-11-27
2026-09-18,003670,-0.03660242,300,2025-11-27
2026-09-18,272210,-0.03682091,301,2025-11-27
2026-09-18,484870,-0.03697342,302,2025-11-27
2026-09-18,046120,-0.03775371,303,2025-11-27
2026-09-18,014620,-0.03794644,304,2025-11-27
2026-09-18,000150,-0.03867099,305,2025-11-27
2026-09-18,020150,-0.03886416,306,2025-11-27
2026-09-18,086450,-0.04066944,307,2025-11-27
2026-09-18,052690,-0.04163050,308,2025-11-27
2026-09-18,001440,-0.04202569,309,2025-11-27
2026-09-18,103590,-0.04245620,310,2025-11-27
2026-09-18,005690,-0.04584486,311,2025-11-27
2026-09-18,124500,-0.04620075,312,2025-11-27
2026-09-18,078350,-0.04794859,313,2025-11-27
2026-09-18,119850,-0.04996139,314,2025-11-27
2026-09-18,052710,-0.05014098,315,2025-11-27
2026-09-18,218410,-0.05042411,316,2025-11-27
2026-09-18,001820,-0.05058089,317,2025-11-27
2026-09-18,004020,-0.05144254,318,2025-11-27
2026-09-18,332570,-0.05393022,319,2025-11-27
2026-09-18,000880,-0.05404370,320,2025-11-27
2026-09-18,388050,-0.05523531,321,2025-11-27
2026-09-18,290550,-0.05761142,322,2025-11-27
2026-09-18,336260,-0.05768821,323,2025-11-27
2026-09-18,090460,-0.06026259,324,2025-11-27
2026-09-18,100790,-0.06379390,325,2025-11-27
2026-09-18,229640,-0.06386104,326,2025-11-27
2026-09-18,030530,-0.06698154,327,2025-11-27
2026-09-18,347700,-0.06698932,328,2025-11-27
2026-09-18,000990,-0.06778728,329,2025-11-27
2026-09-18,274090,-0.06837926,330,2025-11-27
2026-09-18,062040,-0.07465186,331,2025-11-27
2026-09-18,126340,-0.08037721,332,2025-11-27
2026-09-18,017900,-0.08739224,333,2025-11-27
2026-09-18,024060,-0.08778013,334,2025-11-27
2026-09-18,009150,-0.08846750,335,2025-11-27
2026-09-18,032580,-0.09125477,336,2025-11-27
2026-09-18,187660,-0.09710534,337,2025-11-27
2026-09-18,036930,-0.10324622,338,2025-11-27
2026-09-18,327260,-0.15729239,339,2025-11-27
