date,ticker,name,p,rank,train_cutoff
2026-09-22,004370,농심,0.01159815,100,2025-11-27
2026-09-22,267250,HD현대,0.01124270,101,2025-11-27
2026-09-22,081660,미스토홀딩스,0.01117746,102,2025-11-27
2026-09-22,034730,SK,0.01084026,103,2025-11-27
2026-09-22,017670,SK텔레콤,0.01055770,104,2025-11-27
2026-09-22,032830,삼성생명,0.01027886,105,2025-11-27
2026-09-22,074600,원익QnC,0.00994489,106,2025-11-27
2026-09-22,003690,코리안리,0.00990872,107,2025-11-27
2026-09-22,005290,동진쎄미켐,0.00987415,108,2025-11-27
2026-09-22,383220,F&F,0.00965714,109,2025-11-27
2026-09-22,004800,효성,0.00958678,110,2025-11-27
2026-09-22,060250,NHN KCP,0.00924905,111,2025-11-27
2026-09-22,397030,에이프릴바이오,0.00922325,112,2025-11-27
2026-09-22,277810,레인보우로보틱스,0.00905955,113,2025-11-27
2026-09-22,010130,고려아연,0.00891964,114,2025-11-27
2026-09-22,000660,SK하이닉스,0.00886917,115,2025-11-27
2026-09-22,066970,엘앤에프,0.00885439,116,2025-11-27
2026-09-22,357780,솔브레인,0.00882196,117,2025-11-27
2026-09-22,097950,CJ제일제당,0.00876070,118,2025-11-27
2026-09-22,039490,키움증권,0.00863007,119,2025-11-27
2026-09-22,042660,한화오션,0.00861954,120,2025-11-27
2026-09-22,352820,하이브,0.00855753,121,2025-11-27
2026-09-22,490470,세미파이브,0.00852855,122,2025-11-27
2026-09-22,018260,삼성에스디에스,0.00850588,123,2025-11-27
2026-09-22,064400,LG씨엔에스,0.00805490,124,2025-11-27
2026-09-22,000210,DL,0.00801709,125,2025-11-27
2026-09-22,204320,HL만도,0.00784307,126,2025-11-27
2026-09-22,489790,한화비전,0.00782253,127,2025-11-27
2026-09-22,105840,우진,0.00769556,128,2025-11-27
2026-09-22,002380,KCC,0.00696428,129,2025-11-27
2026-09-22,282330,BGF리테일,0.00682485,130,2025-11-27
2026-09-22,035250,강원랜드,0.00661543,131,2025-11-27
2026-09-22,041830,인바디,0.00647599,132,2025-11-27
2026-09-22,071970,HD현대마린엔진,0.00622768,133,2025-11-27
2026-09-22,454910,두산로보틱스,0.00598691,134,2025-11-27
2026-09-22,005490,POSCO홀딩스,0.00593062,135,2025-11-27
2026-09-22,257720,실리콘투,0.00560327,136,2025-11-27
2026-09-22,056080,유진로봇,0.00557174,137,2025-11-27
2026-09-22,207940,삼성바이오로직스,0.00523583,138,2025-11-27
2026-09-22,452280,한선엔지니어링,0.00515620,139,2025-11-27
2026-09-22,097230,HJ중공업,0.00511910,140,2025-11-27
2026-09-22,294870,IPARK현대산업개발,0.00505943,141,2025-11-27
2026-09-22,319660,피에스케이,0.00502810,142,2025-11-27
2026-09-22,003230,삼양식품,0.00494795,143,2025-11-27
2026-09-22,028670,팬오션,0.00489274,144,2025-11-27
2026-09-22,011200,HMM,0.00473057,145,2025-11-27
2026-09-22,071050,한국금융지주,0.00448079,146,2025-11-27
2026-09-22,030200,KT,0.00287978,147,2025-11-27
2026-09-22,329180,HD현대중공업,0.00266434,148,2025-11-27
2026-09-22,086520,에코프로,0.00265687,149,2025-11-27
2026-09-22,402340,SK스퀘어,0.00260824,150,2025-11-27
2026-09-22,064350,현대로템,0.00257413,151,2025-11-27
2026-09-22,014680,한솔케미칼,0.00255705,152,2025-11-27
2026-09-22,032640,LG유플러스,0.00235958,153,2025-11-27
2026-09-22,263750,펄어비스,0.00235311,154,2025-11-27
2026-09-22,016360,삼성증권,0.00234252,155,2025-11-27
2026-09-22,483650,달바글로벌,0.00211230,156,2025-11-27
2026-09-22,310210,보로노이,0.00207810,157,2025-11-27
2026-09-22,028260,삼성물산,0.00182205,158,2025-11-27
2026-09-22,120110,코오롱인더,0.00169864,159,2025-11-27
2026-09-22,249420,일동제약,0.00150436,160,2025-11-27
2026-09-22,047810,한국항공우주,0.00147104,161,2025-11-27
2026-09-22,141080,리가켐바이오,0.00104601,162,2025-11-27
2026-09-22,001450,현대해상,0.00088657,163,2025-11-27
2026-09-22,278470,에이피알,0.00088094,164,2025-11-27
2026-09-22,298020,효성티앤씨,0.00083168,165,2025-11-27
2026-09-22,039200,오스코텍,0.00077778,166,2025-11-27
2026-09-22,382800,지앤비에스 에코,0.00070214,167,2025-11-27
2026-09-22,138930,BNK금융지주,0.00068575,168,2025-11-27
2026-09-22,001120,LX인터내셔널,0.00061284,169,2025-11-27
2026-09-22,068270,셀트리온,0.00035452,170,2025-11-27
2026-09-22,006400,삼성SDI,-0.00043419,171,2025-11-27
2026-09-22,326030,SK바이오팜,-0.00046121,172,2025-11-27
2026-09-22,047050,포스코인터내셔널,-0.00057049,173,2025-11-27
2026-09-22,048410,현대바이오,-0.00065734,174,2025-11-27
2026-09-22,051910,LG화학,-0.00126562,175,2025-11-27
2026-09-22,161890,한국콜마,-0.00175686,176,2025-11-27
2026-09-22,089030,테크윙,-0.00187838,177,2025-11-27
2026-09-22,095610,테스,-0.00218323,178,2025-11-27
2026-09-22,082740,한화엔진,-0.00248280,179,2025-11-27
2026-09-22,010120,LS ELECTRIC,-0.00282601,180,2025-11-27
2026-09-22,010140,삼성중공업,-0.00284342,181,2025-11-27
2026-09-22,144960,뉴파워프라즈마,-0.00291942,182,2025-11-27
2026-09-22,108490,로보티즈,-0.00345819,183,2025-11-27
2026-09-22,033780,KT&G,-0.00373392,184,2025-11-27
2026-09-22,006910,보성파워텍,-0.00383679,185,2025-11-27
2026-09-22,259960,크래프톤,-0.00412486,186,2025-11-27
2026-09-22,247540,에코프로비엠,-0.00416424,187,2025-11-27
2026-09-22,112610,씨에스윈드,-0.00423638,188,2025-11-27
2026-09-22,140410,메지온,-0.00428697,189,2025-11-27
2026-09-22,128940,한미약품,-0.00444045,190,2025-11-27
2026-09-22,032500,케이엠더블유,-0.00453325,191,2025-11-27
2026-09-22,011790,SKC,-0.00470432,192,2025-11-27
2026-09-22,028050,삼성E&A,-0.00495192,193,2025-11-27
2026-09-22,011170,롯데케미칼,-0.00510909,194,2025-11-27
2026-09-22,098460,고영,-0.00527860,195,2025-11-27
2026-09-22,195870,해성디에스,-0.00563480,196,2025-11-27
2026-09-22,293490,카카오게임즈,-0.00568872,197,2025-11-27
2026-09-22,005070,코스모신소재,-0.00640933,198,2025-11-27
2026-09-22,353200,대덕전자,-0.00643030,199,2025-11-27
2026-09-22,234340,헥토파이낸셜,-0.00650466,200,2025-11-27
2026-09-22,005930,삼성전자,-0.00686260,201,2025-11-27
2026-09-22,214450,파마리서치,-0.00712272,202,2025-11-27
2026-09-22,079550,LIG디펜스앤에어로스페이스,-0.00730865,203,2025-11-27
2026-09-22,035420,NAVER,-0.00733171,204,2025-11-27
2026-09-22,058610,에스피지,-0.00748116,205,2025-11-27
2026-09-22,175330,JB금융지주,-0.00753726,206,2025-11-27
2026-09-22,012750,에스원,-0.00769012,207,2025-11-27
2026-09-22,086790,하나금융지주,-0.00792421,208,2025-11-27
2026-09-22,001040,CJ,-0.00799653,209,2025-11-27
2026-09-22,328130,루닛,-0.00814607,210,2025-11-27
2026-09-22,484870,엠앤씨솔루션,-0.00860382,211,2025-11-27
2026-09-22,316140,우리금융지주,-0.00865005,212,2025-11-27
2026-09-22,298040,효성중공업,-0.00906530,213,2025-11-27
2026-09-22,138040,메리츠금융지주,-0.00918075,214,2025-11-27
2026-09-22,035720,카카오,-0.00923840,215,2025-11-27
2026-09-22,055550,신한지주,-0.00925526,216,2025-11-27
2026-09-22,000810,삼성화재,-0.00944005,217,2025-11-27
2026-09-22,036570,NC,-0.00999697,218,2025-11-27
2026-09-22,035760,CJ ENM,-0.01004981,219,2025-11-27
2026-09-22,281820,케이씨텍,-0.01012319,220,2025-11-27
2026-09-22,403870,HPSP,-0.01024529,221,2025-11-27
2026-09-22,006260,LS,-0.01028878,222,2025-11-27
2026-09-22,032820,우리기술,-0.01059995,223,2025-11-27
2026-09-22,192820,코스맥스,-0.01100544,224,2025-11-27
2026-09-22,012450,한화에어로스페이스,-0.01117810,225,2025-11-27
2026-09-22,090430,아모레퍼시픽,-0.01124225,226,2025-11-27
2026-09-22,267260,HD현대일렉트릭,-0.01136123,227,2025-11-27
2026-09-22,093370,후성,-0.01150779,228,2025-11-27
2026-09-22,218410,RFHIC,-0.01154113,229,2025-11-27
2026-09-22,285130,SK케미칼,-0.01163907,230,2025-11-27
2026-09-22,105560,KB금융,-0.01219733,231,2025-11-27
2026-09-22,000100,유한양행,-0.01238460,232,2025-11-27
2026-09-22,204620,글로벌텍스프리,-0.01242739,233,2025-11-27
2026-09-22,393890,더블유씨피,-0.01267500,234,2025-11-27
2026-09-22,003550,LG,-0.01268495,235,2025-11-27
2026-09-22,036810,에프에스티,-0.01275120,236,2025-11-27
2026-09-22,006360,GS건설,-0.01278917,237,2025-11-27
2026-09-22,007340,DN오토모티브,-0.01336080,238,2025-11-27
2026-09-22,033790,피노,-0.01392784,239,2025-11-27
2026-09-22,041510,에스엠,-0.01526718,240,2025-11-27
2026-09-22,033640,네패스,-0.01540201,241,2025-11-27
2026-09-22,290550,디케이티,-0.01553648,242,2025-11-27
2026-09-22,001430,세아베스틸지주,-0.01568051,243,2025-11-27
2026-09-22,003490,대한항공,-0.01573206,244,2025-11-27
2026-09-22,240810,원익IPS,-0.01582623,245,2025-11-27
2026-09-22,180640,한진칼,-0.01608937,246,2025-11-27
2026-09-22,103140,풍산,-0.01646875,247,2025-11-27
2026-09-22,088350,한화생명,-0.01662729,248,2025-11-27
2026-09-22,051900,LG생활건강,-0.01668575,249,2025-11-27
2026-09-22,100790,미래에셋벤처투자,-0.01682211,250,2025-11-27
2026-09-22,004490,세방전지,-0.01774151,251,2025-11-27
2026-09-22,059090,미코,-0.01794135,252,2025-11-27
2026-09-22,252990,샘씨엔에스,-0.01806344,253,2025-11-27
2026-09-22,358570,지아이이노베이션,-0.01877173,254,2025-11-27
2026-09-22,010950,S-Oil,-0.01879589,255,2025-11-27
2026-09-22,066570,LG전자,-0.01908847,256,2025-11-27
2026-09-22,373220,LG에너지솔루션,-0.01919361,257,2025-11-27
2026-09-22,021240,코웨이,-0.01944749,258,2025-11-27
2026-09-22,267270,HD건설기계,-0.01957081,259,2025-11-27
2026-09-22,042700,한미반도체,-0.01971397,260,2025-11-27
2026-09-22,035510,신세계 I&C,-0.01978510,261,2025-11-27
2026-09-22,251270,넷마블,-0.01988677,262,2025-11-27
2026-09-22,039030,이오테크닉스,-0.02003699,263,2025-11-27
2026-09-22,000370,한화손해보험,-0.02053920,264,2025-11-27
2026-09-22,047040,대우건설,-0.02171290,265,2025-11-27
2026-09-22,073240,금호타이어,-0.02172795,266,2025-11-27
2026-09-22,000720,현대건설,-0.02258951,267,2025-11-27
2026-09-22,375500,DL이앤씨,-0.02315237,268,2025-11-27
2026-09-22,031980,피에스케이홀딩스,-0.02368400,269,2025-11-27
2026-09-22,122640,예스티,-0.02368850,270,2025-11-27
2026-09-22,023160,태광,-0.02415469,271,2025-11-27
2026-09-22,080580,오킨스전자,-0.02448936,272,2025-11-27
2026-09-22,200470,에이팩트,-0.02452051,273,2025-11-27
2026-09-22,095340,ISC,-0.02545763,274,2025-11-27
2026-09-22,056190,SFA,-0.02552519,275,2025-11-27
2026-09-22,034020,두산에너빌리티,-0.02582557,276,2025-11-27
2026-09-22,067310,하나마이크론,-0.02589461,277,2025-11-27
2026-09-22,389500,에스비비테크,-0.02594570,278,2025-11-27
2026-09-22,295310,에이치브이엠,-0.02721285,279,2025-11-27
2026-09-22,032580,피델릭스,-0.02782153,280,2025-11-27
2026-09-22,003160,디아이,-0.02831118,281,2025-11-27
2026-09-22,014620,성광벤드,-0.02833324,282,2025-11-27
2026-09-22,004020,현대제철,-0.02860744,283,2025-11-27
2026-09-22,003670,포스코퓨처엠,-0.02873301,284,2025-11-27
2026-09-22,417200,LS머트리얼즈,-0.02988022,285,2025-11-27
2026-09-22,336260,두산퓨얼셀,-0.03002475,286,2025-11-27
2026-09-22,092870,엑시콘,-0.03006621,287,2025-11-27
2026-09-22,027360,아주IB투자,-0.03018400,288,2025-11-27
2026-09-22,440110,파두,-0.03031462,289,2025-11-27
2026-09-22,131290,티에스이,-0.03080820,290,2025-11-27
2026-09-22,009150,삼성전기,-0.03110113,291,2025-11-27
2026-09-22,084370,유진테크,-0.03113771,292,2025-11-27
2026-09-22,272210,한화시스템,-0.03187935,293,2025-11-27
2026-09-22,131970,두산테스나,-0.03213411,294,2025-11-27
2026-09-22,005830,DB손해보험,-0.03220223,295,2025-11-27
2026-09-22,064760,티씨케이,-0.03242768,296,2025-11-27
2026-09-22,356860,티엘비,-0.03301115,297,2025-11-27
2026-09-22,096770,SK이노베이션,-0.03326873,298,2025-11-27
2026-09-22,000880,한화,-0.03379373,299,2025-11-27
2026-09-22,083650,비에이치아이,-0.03421174,300,2025-11-27
2026-09-22,001440,대한전선,-0.03554629,301,2025-11-27
2026-09-22,332570,PS일렉트로닉스,-0.03622990,302,2025-11-27
2026-09-22,456010,아이씨티케이,-0.03626869,303,2025-11-27
2026-09-22,103590,일진전기,-0.03755960,304,2025-11-27
2026-09-22,443060,HD현대마린솔루션,-0.03961961,305,2025-11-27
2026-09-22,222800,심텍,-0.04052159,306,2025-11-27
2026-09-22,030530,원익홀딩스,-0.04082049,307,2025-11-27
2026-09-22,020150,롯데에너지머티리얼즈,-0.04165950,308,2025-11-27
2026-09-22,417840,저스템,-0.04174191,309,2025-11-27
2026-09-22,086450,동국제약,-0.04181731,310,2025-11-27
2026-09-22,274090,켄코아에어로스페이스,-0.04359338,311,2025-11-27
2026-09-22,388050,지투파워,-0.04368406,312,2025-11-27
2026-09-22,192650,드림텍,-0.04510318,313,2025-11-27
2026-09-22,058470,리노공업,-0.04641532,314,2025-11-27
2026-09-22,025980,아난티,-0.04723870,315,2025-11-27
2026-09-22,138080,오이솔루션,-0.04865067,316,2025-11-27
2026-09-22,042370,비츠로테크,-0.04883024,317,2025-11-27
2026-09-22,229640,LS에코에너지,-0.05017084,318,2025-11-27
2026-09-22,053690,한미글로벌,-0.05127609,319,2025-11-27
2026-09-22,007660,이수페타시스,-0.05130785,320,2025-11-27
2026-09-22,119850,지엔씨에너지,-0.05181198,321,2025-11-27
2026-09-22,232140,와이씨,-0.05209935,322,2025-11-27
2026-09-22,347700,스피어,-0.05248801,323,2025-11-27
2026-09-22,052690,한전기술,-0.05258449,324,2025-11-27
2026-09-22,354320,알멕,-0.05266755,325,2025-11-27
2026-09-22,062040,산일전기,-0.05363765,326,2025-11-27
2026-09-22,005690,파미셀,-0.05459912,327,2025-11-27
2026-09-22,078350,한양디지텍,-0.05543300,328,2025-11-27
2026-09-22,000150,두산,-0.05577855,329,2025-11-27
2026-09-22,001820,삼화콘덴서,-0.05598286,330,2025-11-27
2026-09-22,036930,주성엔지니어링,-0.05856425,331,2025-11-27
2026-09-22,046120,오르비텍,-0.06012273,332,2025-11-27
2026-09-22,077360,덕산하이메탈,-0.06041711,333,2025-11-27
2026-09-22,000990,DB하이텍,-0.06042075,334,2025-11-27
2026-09-22,090460,비에이치,-0.06495979,335,2025-11-27
2026-09-22,052710,아모텍,-0.06721759,336,2025-11-27
2026-09-22,126340,비나텍,-0.07292671,337,2025-11-27
2026-09-22,187660,페니트리움바이오,-0.07351567,338,2025-11-27
2026-09-22,024060,흥구석유,-0.07607454,339,2025-11-27
2026-09-22,017900,광전자,-0.08077575,340,2025-11-27
2026-09-22,327260,RF머트리얼즈,-0.12070661,341,2025-11-27
