date,ticker,p20,p60,rank20,rank60,train_cutoff20,train_cutoff60
2026-09-21,295310,-0.05095917177933347,-0.055725209053589214,322,323,2025-11-27,2025-10-28
2026-09-21,298020,0.023282686907259355,0.021125635369495813,113,95,2025-11-27,2025-10-28
2026-09-21,298040,-0.021597125812529646,0.008890796284472861,279,154,2025-11-27,2025-10-28
2026-09-21,298380,0.030718268206739598,0.035001293309117665,75,55,2025-11-27,2025-10-28
2026-09-21,307950,0.044966116683516945,0.04545564853758417,19,26,2025-11-27,2025-10-28
2026-09-21,310210,-0.000318080253635562,-0.025941744046783538,214,283,2025-11-27,2025-10-28
2026-09-21,316140,0.01663731404159312,-0.009933589017800294,150,230,2025-11-27,2025-10-28
2026-09-21,319400,0.005118128657418885,0.007508713058471612,193,161,2025-11-27,2025-10-28
2026-09-21,319660,-0.03673036915469078,-0.02851003660421677,307,292,2025-11-27,2025-10-28
2026-09-21,322000,-0.011199447291658315,-0.02483739565643588,250,280,2025-11-27,2025-10-28
2026-09-21,323280,-0.002897863420099512,0.007664757940295739,227,160,2025-11-27,2025-10-28
2026-09-21,323410,0.04597791987086056,0.02736993167358365,17,73,2025-11-27,2025-10-28
2026-09-21,326030,0.03189867384776867,0.053833951704047055,69,18,2025-11-27,2025-10-28
2026-09-21,327260,-0.04908659897622307,-0.112270713355915,319,341,2025-11-27,2025-10-28
2026-09-21,328130,-0.0503682990590579,-0.015261671904373634,320,247,2025-11-27,2025-10-28
2026-09-21,329180,0.023765476094593427,0.02332888417266992,108,89,2025-11-27,2025-10-28
2026-09-21,336260,-0.07460088178219934,-0.04694424973343766,332,314,2025-11-27,2025-10-28
2026-09-21,347700,-0.09020319469687804,-0.09189726753099638,339,336,2025-11-27,2025-10-28
2026-09-21,347850,0.02358690500750382,-0.004562290318497665,110,209,2025-11-27,2025-10-28
2026-09-21,352820,0.0292398999555368,0.0362761862476601,82,52,2025-11-27,2025-10-28
2026-09-21,353200,0.027250150150758268,-0.004403418801466106,93,207,2025-11-27,2025-10-28
2026-09-21,356860,-0.04698381599185771,-0.05611275190333908,317,324,2025-11-27,2025-10-28
2026-09-21,357780,0.0063304068188639925,0.009328911368545611,187,152,2025-11-27,2025-10-28
2026-09-21,358570,-0.004739144621987348,0.019696454533588488,233,103,2025-11-27,2025-10-28
2026-09-21,361610,-0.012735101664143052,-0.04244296912597531,253,308,2025-11-27,2025-10-28
2026-09-21,373220,0.003289836354285986,-0.0007949092037965264,201,196,2025-11-27,2025-10-28
2026-09-21,375500,0.010909487187457293,-0.027353000845158144,171,288,2025-11-27,2025-10-28
2026-09-21,377300,0.018974686855228472,0.02652417242861386,134,75,2025-11-27,2025-10-28
2026-09-21,383220,0.038715160324960064,0.03908735531006428,42,46,2025-11-27,2025-10-28
2026-09-21,402340,-0.03151760524272441,-0.021507881039885265,299,273,2025-11-27,2025-10-28
2026-09-21,403870,-0.018523028098137703,-0.02029011096701707,269,266,2025-11-27,2025-10-28
2026-09-21,417200,-0.028879580522877993,-0.0019030469041995005,296,199,2025-11-27,2025-10-28
2026-09-21,420770,0.031426740051740336,-0.004434445898218831,72,208,2025-11-27,2025-10-28
2026-09-21,425420,-0.03611304314041178,-0.030865697674346597,305,298,2025-11-27,2025-10-28
2026-09-21,437730,-0.09047066296164101,-0.0767508162236657,340,330,2025-11-27,2025-10-28
2026-09-21,440110,-0.035344390237107705,-0.07802332236485378,302,331,2025-11-27,2025-10-28
2026-09-21,443060,0.009633827649966141,-0.01805969069358435,177,260,2025-11-27,2025-10-28
2026-09-21,445680,0.011806724325694486,0.004884489375117419,167,171,2025-11-27,2025-10-28
2026-09-21,450080,0.03195668177709603,0.06536824218526002,68,8,2025-11-27,2025-10-28
2026-09-21,454910,0.0022141352970561127,-0.015070822081251711,206,245,2025-11-27,2025-10-28
2026-09-21,457190,0.017872293424116694,0.032114530667393615,143,61,2025-11-27,2025-10-28
2026-09-21,458870,0.018819128398372513,0.03388597788069151,135,57,2025-11-27,2025-10-28
2026-09-21,466100,0.0020198657440216724,0.03707558221427444,209,51,2025-11-27,2025-10-28
2026-09-21,475150,-0.07620839956930088,-0.08840050617767804,333,334,2025-11-27,2025-10-28
2026-09-21,475830,-0.035146002882964114,0.024832175630422226,301,84,2025-11-27,2025-10-28
2026-09-21,476060,-0.014121653462918155,-0.03232693293366155,258,300,2025-11-27,2025-10-28
2026-09-21,476830,0.020768165519331156,0.01461966410736003,122,131,2025-11-27,2025-10-28
2026-09-21,483650,0.003175016088238307,0.0008892368897392314,202,190,2025-11-27,2025-10-28
2026-09-21,489790,0.011673333288346889,0.016487004817295123,168,123,2025-11-27,2025-10-28
2026-09-21,491000,0.03966954093673058,0.04051480355588915,38,38,2025-11-27,2025-10-28
2026-09-21,950160,-0.0419008239026421,-0.04177682866950981,313,307,2025-11-27,2025-10-28
2026-09-21,950260,-0.09090682345775854,-0.06467697121138342,341,326,2025-11-27,2025-10-28
