date,ticker,name,p20,p60,rank20,rank60,train_cutoff20,train_cutoff60
2026-09-23,065350,신성델타테크,0.03462272553442391,0.06859506742887499,56,6,2025-11-27,2025-10-28
2026-09-23,066570,LG전자,-0.016532283076865363,-0.003714114584279618,263,208,2025-11-27,2025-10-28
2026-09-23,066970,엘앤에프,0.012563115551100384,0.0023929901084284552,153,191,2025-11-27,2025-10-28
2026-09-23,067310,하나마이크론,-0.014896944791454276,-0.027434582572304054,259,287,2025-11-27,2025-10-28
2026-09-23,068270,셀트리온,0.041522438550962666,0.022144147934304376,37,88,2025-11-27,2025-10-28
2026-09-23,069960,현대백화점,0.05971568432689837,0.05160118835046381,3,25,2025-11-27,2025-10-28
2026-09-23,071050,한국금융지주,0.033975053723374435,0.025601647374765557,58,75,2025-11-27,2025-10-28
2026-09-23,071970,HD현대마린엔진,0.02977057953153557,0.05897956086672549,77,16,2025-11-27,2025-10-28
2026-09-23,073240,금호타이어,-0.007186835812994112,-0.022909541402393326,243,266,2025-11-27,2025-10-28
2026-09-23,074600,원익QnC,0.017126282594438776,0.02526902182847652,140,77,2025-11-27,2025-10-28
2026-09-23,077360,덕산하이메탈,-0.04577486140987559,-0.03346860089743356,311,299,2025-11-27,2025-10-28
2026-09-23,077970,STX엔진,0.02788042085144011,0.056234367523107766,84,20,2025-11-27,2025-10-28
2026-09-23,078600,대주전자재료,0.02360121459391264,0.043652508277119306,101,35,2025-11-27,2025-10-28
2026-09-23,078930,GS,0.012429204747993016,-0.025437216023856707,156,278,2025-11-27,2025-10-28
2026-09-23,079550,LIG디펜스앤에어로스페이스,-0.010011030177839178,0.015487773165054492,249,127,2025-11-27,2025-10-28
2026-09-23,079900,전진건설로봇,-0.011594815629285694,0.008960021292321136,252,160,2025-11-27,2025-10-28
2026-09-23,080220,제주반도체,-0.026990074345600638,-0.013280166240731719,281,233,2025-11-27,2025-10-28
2026-09-23,081660,미스토홀딩스,0.026515065355034107,0.007974552881728597,90,167,2025-11-27,2025-10-28
2026-09-23,082740,한화엔진,-0.005911409836547694,0.001621595171910398,238,193,2025-11-27,2025-10-28
2026-09-23,082920,비츠로셀,-0.0033123721822055853,0.01035351836455259,227,152,2025-11-27,2025-10-28
2026-09-23,083450,GST,-0.014358377693449349,-0.00021487308646880111,256,201,2025-11-27,2025-10-28
2026-09-23,083650,비에이치아이,-0.01482490086342516,0.005517108330199561,258,180,2025-11-27,2025-10-28
2026-09-23,084370,유진테크,-0.040222932438977496,-0.020347086918544168,304,258,2025-11-27,2025-10-28
2026-09-23,085620,미래에셋생명,-0.011946415142229806,0.020135913401297854,253,100,2025-11-27,2025-10-28
2026-09-23,086280,현대글로비스,0.021887857597738633,0.006792594914905397,111,174,2025-11-27,2025-10-28
2026-09-23,086450,동국제약,-0.02462653077729895,-0.023426217617706798,278,268,2025-11-27,2025-10-28
2026-09-23,086520,에코프로,0.03314152163339233,0.04756317178804889,60,28,2025-11-27,2025-10-28
2026-09-23,086790,하나금융지주,0.02961001446940363,0.015560882618560043,79,126,2025-11-27,2025-10-28
2026-09-23,087010,펩트론,-0.007530219230786877,0.019913615046444965,244,102,2025-11-27,2025-10-28
2026-09-23,088350,한화생명,0.0010773132703969647,-0.012041065295141408,210,230,2025-11-27,2025-10-28
2026-09-23,088980,맥쿼리인프라,0.030672990017544945,0.01666665907217001,71,120,2025-11-27,2025-10-28
2026-09-23,089030,테크윙,-0.007076267431683903,0.0004291626437391077,242,197,2025-11-27,2025-10-28
2026-09-23,089860,롯데렌탈,0.03222862201173804,0.035947299255471785,65,48,2025-11-27,2025-10-28
2026-09-23,089970,브이엠,-0.032266289420771324,-0.01387587365380215,293,235,2025-11-27,2025-10-28
2026-09-23,090360,로보스타,-0.001467159836989178,0.009591581459203557,220,156,2025-11-27,2025-10-28
2026-09-23,090430,아모레퍼시픽,0.014058092249745512,-0.009840162564707584,150,222,2025-11-27,2025-10-28
2026-09-23,090460,비에이치,-0.006227013643995048,-0.011467084068381183,239,226,2025-11-27,2025-10-28
2026-09-23,090710,휴림로봇,0.010924020452645292,0.005631638408005149,162,179,2025-11-27,2025-10-28
2026-09-23,093370,후성,-0.046622078525072615,-0.055743646465151085,314,318,2025-11-27,2025-10-28
2026-09-23,095340,ISC,0.005026371778819421,0.01406463724331981,187,135,2025-11-27,2025-10-28
2026-09-23,095610,테스,-0.06291360073848287,-0.058896017199386565,326,321,2025-11-27,2025-10-28
2026-09-23,096530,씨젠,0.0032926516522867404,-0.021705062949395677,195,262,2025-11-27,2025-10-28
2026-09-23,096770,SK이노베이션,-0.02886917504798573,-0.013893201446047752,287,236,2025-11-27,2025-10-28
2026-09-23,097230,HJ중공업,0.0020796231815055355,0.026528168353454618,204,71,2025-11-27,2025-10-28
2026-09-23,097950,CJ제일제당,0.04430938308060963,0.035641714502051274,32,49,2025-11-27,2025-10-28
2026-09-23,098460,고영,-0.0003695376708363453,-0.0006522391848067905,217,202,2025-11-27,2025-10-28
2026-09-23,100090,SK오션플랜트,0.02257772507299807,0.013709177319807375,107,137,2025-11-27,2025-10-28
2026-09-23,100790,미래에셋벤처투자,-0.04482924832437721,-0.039910677438592876,309,301,2025-11-27,2025-10-28
2026-09-23,100840,SNT에너지,-0.027106416651502915,-0.02550321466317827,282,279,2025-11-27,2025-10-28
2026-09-23,101490,에스앤에스텍,-0.0033713028299029784,0.04619850517166778,228,31,2025-11-27,2025-10-28
2026-09-23,103140,풍산,0.002313859010947112,0.02649593911735992,200,72,2025-11-27,2025-10-28
2026-09-23,103590,일진전기,-0.04794324474136051,-0.012702861751537786,315,232,2025-11-27,2025-10-28
2026-09-23,105560,KB금융,0.022162386001987795,0.002808013903754728,110,189,2025-11-27,2025-10-28
2026-09-23,108320,LX세미콘,0.019106316615585622,0.05964144137354106,128,15,2025-11-27,2025-10-28
2026-09-23,108490,로보티즈,-0.03779459609683165,-0.059824308780541686,301,322,2025-11-27,2025-10-28
2026-09-23,111770,영원무역,0.048710321043791215,0.042888111275769414,17,39,2025-11-27,2025-10-28
2026-09-23,112610,씨에스윈드,0.00044781597093473475,-0.003955103298444326,214,209,2025-11-27,2025-10-28
2026-09-23,115180,큐리언트,0.02302198197254736,-0.015286156394631581,104,244,2025-11-27,2025-10-28
2026-09-23,119850,지엔씨에너지,-0.10043134010298696,-0.11786837561385569,343,342,2025-11-27,2025-10-28
2026-09-23,120110,코오롱인더,-0.004857194696557429,0.01004202527927666,234,155,2025-11-27,2025-10-28
2026-09-23,122640,예스티,-0.07298735069152301,-0.038726195674844,332,300,2025-11-27,2025-10-28
2026-09-23,122870,와이지엔터테인먼트,0.0380965425007206,0.03778423486664793,44,43,2025-11-27,2025-10-28
2026-09-23,124500,아이티센글로벌,0.014471674638376616,-0.00461555538448257,149,212,2025-11-27,2025-10-28
2026-09-23,126340,비나텍,-0.08206439090224674,-0.09444358524458306,337,337,2025-11-27,2025-10-28
2026-09-23,127120,제이에스링크,-0.014205911539996157,-0.01239387373212532,255,231,2025-11-27,2025-10-28
2026-09-23,128940,한미약품,-0.0030920065959655313,-0.011340290109856542,226,225,2025-11-27,2025-10-28
2026-09-23,131290,티에스이,-0.002665948008610967,-0.04504143833876451,224,305,2025-11-27,2025-10-28
2026-09-23,131970,두산테스나,-0.05433418965460237,-0.0540073962652768,323,315,2025-11-27,2025-10-28
2026-09-23,137400,피엔티,0.03931481487637899,0.09249331103761195,41,1,2025-11-27,2025-10-28
2026-09-23,138040,메리츠금융지주,0.018871924381382185,-0.01936235426525727,129,255,2025-11-27,2025-10-28
2026-09-23,138930,BNK금융지주,0.02806494433247092,0.01210155523205983,83,144,2025-11-27,2025-10-28
2026-09-23,139130,iM금융지주,0.03476782798336467,-0.00010436590078839912,55,200,2025-11-27,2025-10-28
2026-09-23,139480,이마트,0.057707007294614275,0.036553913049528826,4,46,2025-11-27,2025-10-28
2026-09-23,140410,메지온,-0.01870921759026845,-0.00586492568277258,269,216,2025-11-27,2025-10-28
2026-09-23,140860,파크시스템스,0.018548308573430247,0.010275257989001214,134,153,2025-11-27,2025-10-28
2026-09-23,141080,리가켐바이오,0.031373251145292554,0.022022130002549805,68,92,2025-11-27,2025-10-28
2026-09-23,145020,휴젤,0.048060599384199446,0.0630590022635857,20,10,2025-11-27,2025-10-28
2026-09-23,160190,하이젠알앤엠,-0.08837704221253619,-0.1271155057495146,341,346,2025-11-27,2025-10-28
2026-09-23,161390,한국타이어앤테크놀로지,0.03409050864612655,0.016263987075725544,57,123,2025-11-27,2025-10-28
2026-09-23,161580,필옵틱스,-0.019704855338231946,-0.04909094028009575,270,307,2025-11-27,2025-10-28
2026-09-23,161890,한국콜마,-0.006634255165750199,-0.028862147805781814,241,291,2025-11-27,2025-10-28
2026-09-23,166090,하나머티리얼즈,-0.003994414273854007,0.0369851820490354,231,45,2025-11-27,2025-10-28
2026-09-23,171090,선익시스템,0.0055689143148002634,0.009456199833425678,183,157,2025-11-27,2025-10-28
2026-09-23,175330,JB금융지주,0.024120550015782206,-0.010295872328564484,98,223,2025-11-27,2025-10-28
2026-09-23,178320,서진시스템,-0.03681408818264164,-0.05101169358220919,300,310,2025-11-27,2025-10-28
2026-09-23,180640,한진칼,-0.0013032468234585306,-0.02512849788092754,219,276,2025-11-27,2025-10-28
2026-09-23,181710,NHN,0.03247135571278745,0.011538638978094116,64,149,2025-11-27,2025-10-28
2026-09-23,183300,코미코,-0.022530284319146804,-0.02634463058881044,272,283,2025-11-27,2025-10-28
2026-09-23,189300,인텔리안테크,0.026400863438356858,0.060625640308698214,91,14,2025-11-27,2025-10-28
2026-09-23,192650,드림텍,-0.02387421229226654,-0.053614088890248095,275,313,2025-11-27,2025-10-28
2026-09-23,192820,코스맥스,0.0007596306284773544,-0.02838322619297598,212,289,2025-11-27,2025-10-28
2026-09-23,195870,해성디에스,-0.0503245312063277,-0.05042833025304178,317,309,2025-11-27,2025-10-28
2026-09-23,195940,HK이노엔,0.050933171124342536,0.031235555385990956,9,56,2025-11-27,2025-10-28
2026-09-23,196170,알테오젠,0.03674023514408709,0.030205993183489557,51,61,2025-11-27,2025-10-28
2026-09-23,204270,제이앤티씨,-0.039001612422755814,-0.033315497182643455,303,298,2025-11-27,2025-10-28
2026-09-23,204320,HL만도,0.01964920162615793,0.019840550492287605,124,103,2025-11-27,2025-10-28
2026-09-23,207940,삼성바이오로직스,0.043586343457998236,0.028201663282007322,35,66,2025-11-27,2025-10-28
2026-09-23,213420,덕산네오룩스,0.029344661195291586,0.06670781811373963,80,8,2025-11-27,2025-10-28
2026-09-23,214150,클래시스,0.05010156908471197,0.08941562500554368,10,2,2025-11-27,2025-10-28
2026-09-23,214450,파마리서치,0.005298796322716891,-0.004374122942407332,185,210,2025-11-27,2025-10-28
2026-09-23,218410,RFHIC,-0.00857000557107158,-0.013917869096907697,246,237,2025-11-27,2025-10-28
2026-09-23,222800,심텍,-0.061565265905872454,-0.07090986833815244,325,328,2025-11-27,2025-10-28
2026-09-23,226950,올릭스,0.02730932946504887,0.019461209865868447,88,105,2025-11-27,2025-10-28
2026-09-23,229640,LS에코에너지,-0.10579716481606155,-0.06125443054310136,344,325,2025-11-27,2025-10-28
2026-09-23,232140,와이씨,-0.015198700161403952,-0.05847959649323308,261,320,2025-11-27,2025-10-28
2026-09-23,237690,에스티팜,0.0477077336509958,0.04882493489779876,21,26,2025-11-27,2025-10-28
